ticket|d_coll|name|dob|sex|ssn|zip
0034416119|02/08/2024|Maria Y Bastien|02/13/1972|F|070890085|08022
0034416124|02/06/2024|Baby M Prim|02/13/1967|F|359541831|08859
0034416128|02/06/2024|Drew G Threet|02/13/1977|F|574517058|18031
0034416133|02/09/2024|Cordell H Diem|02/13/1964|M|294204251|10583
0034416137|02/12/2024|Fabian T Solari|02/13/1958|M|495385093|07207
0034416140|02/08/2024|Amelia H Rusin|02/13/1972|F|011943051|08070
0034416143|02/12/2024|Walker K Speegle|02/13/2000|M|271724805|18067
0034416148|02/12/2024|Joseph L Hilty|02/13/1966|M|135410343|33478
0034416149|02/06/2024|Logan L Justin|02/13/2001|F|375824669|19013
0034416150|02/09/2024|Melody O Ebright|02/13/1984|F|285044140|17043
0034416155|02/06/2024|Armando M Lachman|02/13/1969|M|091421632|32128
0034416158|02/08/2024|Deion D Bien|02/13/1965|M|587910625|17545
0034416163|02/09/2024|Kelsey M Nakano|02/13/1998|F|536449621|18068
0034416165|02/12/2024|Manuel J Ciesla|02/13/1963|M|369602360|18065
0034416170|02/09/2024|Kalen H Tanis|02/13/1989|M|438942349|18045
0034416173|02/07/2024|Claude O Turlington|02/13/1996|M|435310693|14126
0034416174|02/09/2024|Raheem S Gittens|02/13/1978|M|559183118|17403
0034416179|02/07/2024|Jazmine L Hollier|02/13/1975|F|257784709|44131
0034416183|02/08/2024|Anthony F Levingston|02/13/1990|U|024570928|17269
0034416188|02/06/2024|Monique M Mcgahey|02/13/1994|F|012202131|19146
0034416189|02/07/2024|Billy G Strine|02/13/1951|M|568803971|18645
0034416191|02/06/2024|Briana M Niswonger|02/13/1955|F|032201547|95607
0034416193|02/08/2024|Jomar O Tarbell|02/13/1972|M|298321657|14226
0034416194|02/09/2024|Corinne D Banes|02/13/1993|F|428523752|08811
0034416195|02/07/2024|Skylar O Westrick|02/13/1973|M|547130365|08811
0034416197|02/09/2024|Rudy K Zinser|02/13/1969|M|390983422|21233
0034416199|02/08/2024|Lizbeth L Fells|02/13/1975|F|364941035|21030
0034416201|02/12/2024|Sterling K Gibbins|02/13/1966|M|598303417|32136
0034416206|02/08/2024|Kent S Grate|02/13/1961|M|585464008|91502
0034416210|02/07/2024|Alvin O Winther|02/13/1961|M|289503943|21094
0034416211|02/08/2024|Jerrod E Murdaugh|02/13/2001|M|045710757|28532
0034416212|02/12/2024|Chaz P Wolpert|02/13/1959|M|282687530|92687
0034416213|02/12/2024|Sheldon T Hamp|02/13/1970|M|585122164|28540
0034416217|02/08/2024|Cristian K Mah|02/13/1980|M|537683343|34105
0034416218|02/06/2024|Gwendolyn M Newborn|02/13/2003|F|223348762|23323
0034416222|02/12/2024|Dominick F Latino|02/13/1979|M|274844555|05344
0034416227|02/12/2024|Alberto B Solar|02/13/2001|M|009930599|33611
0034416229|02/06/2024|India S Pozzi|02/13/2002|F|324225335|77477
0034416230|02/09/2024|Michaela C April|02/13/1990|F|213962046|23058
0034416233|02/09/2024|Kathleen D Jarratt|02/13/1983|F|146221745|28531
0034416237|02/06/2024|Alena S Lorah|02/13/1984|F|014362492|
0034416242|02/06/2024|Galen A Caulk|02/13/1985|M|594983957|23237
0034416247|02/07/2024|Owen P Vandam|02/13/1964|M|403545820|25530
0034416250|02/08/2024|Joelle A Spurgin|02/13/1979|F|525361087|27265
0034416254|02/12/2024|Terrence M Bardo|02/13/1970|M|129530696|06606
0034416257|02/09/2024|Isai C Scafidi|02/13/1960|M|482442678|27266
0034416260|02/09/2024|Rex H Radovich|02/13/1974|M|492807131|29228
0034416262|02/06/2024|Ross S Yant|02/13/1988|M|514303073|37351
0034416263|02/09/2024|Adam N Klemp|02/13/1984|M|454768757|30304
0034416268|02/08/2024|Kali J Zagar|02/13/1978|F|083970846|30101
0034416273|02/06/2024|Larry C Henkle|02/13/1998|M|475843527|32609
0034416277|02/12/2024|Derik S Tetrick|02/13/1956|M|588007808|30101
0034416278|02/06/2024|Jana C Loberg|02/13/1988|F|335761601|30102
0034416279|02/07/2024|Derik S Pangle|02/13/1966|U|155962984|30326
0034416283|02/08/2024|Joel C Hornaday|02/13/1953|M|300302189|30106
0034416287|02/12/2024|Lara W Graser|02/13/1956|F|345884508|32605
0034416291|02/09/2024|Jason T Lacks|02/13/1975|M|261802727|33177
0034416294|02/07/2024|Ruth K Kosik|02/13/1968|F|272661385|32934
0034416295|02/08/2024|Keith R Galla|02/13/1997|M|450743915|32606
0034416298|02/09/2024|Reece L Schlossberg|02/13/1968|M|016203104|33020
0034416300|02/09/2024|Karly S Gosa|02/13/1976|F|254041095|55043
0034416303|02/09/2024|Macy A Fineman|02/13/1985|F|530464321|05603
0034416304|02/12/2024|Enrique V Silcott|02/13/1957|M|353964903|43054
0034416307|02/06/2024|Shirley T Gallow|02/13/1985|F|072970510|85331
0034416308|02/08/2024|Philip W Chesler|02/13/1957|M|319445805|
0034416310|02/07/2024|Paige C Demelo|02/13/1968|F|337610499|48227
0034416314|02/06/2024|Carlo P Plattner|02/13/1971|M|555884063|44062
0034416318|02/09/2024|Ashlee R Oakman|02/13/1985|F|041850904|61553
0034416320|02/06/2024|Quinten M Hickenbottom|02/13/1964|M|453870128|92265
0034416324|02/08/2024|Christine A Mulqueen|02/13/1982|F|144290544|44319
0034416325|02/12/2024|Anne E Candido|02/13/1972|F|266443699|48143
0034416328|02/09/2024|Brittany O Newquist|02/13/1999|F|240385344|44135
0034416330|02/06/2024|Cora W Ohlsen|02/13/1969|F|026801203|43016
0034416331|02/09/2024|Conner D Abalos|02/13/1966|M|139010498|43613
0034416334|02/12/2024|Avery P Stricklen|02/13/1979|M|419581797|45310
0034416335|02/08/2024|Emerald P Vermilyea|02/13/1998|F|500944549|48183
0034416338|02/08/2024|Barrett F Aderholt|02/13/1979|M|173382629|60539
0034416343|02/12/2024|Linda G Mathey|02/13/1994|F|305541144|85256
0034416345|02/07/2024|Melody E Chittick|02/13/1980|F|500743121|47327
0034416346|02/07/2024|Paris T Coppa|02/13/1969|M|223623538|42642
0034416347|02/08/2024|Mohammad F Nusser|02/13/1971|M|386222180|47328
0034416350|02/12/2024|Aiden T Tanzer|02/13/2002|M|468802606|46386
0034416354|02/12/2024|Adrian K Fagen|02/13/1967|U|278783060|48182
0034416356|02/12/2024|Catalina M Jochum|02/13/1973|F|401561627|46384
0034416361|02/06/2024|Jon K Bohac|02/13/1950|M|455525707|15141
0034416363|02/08/2024|Stephon S Aymond|02/13/1966|M|425212218|60173
0034416367|02/08/2024|Carol A Sterk|02/13/1980|F|340710840|60175
0034416369|02/12/2024|Anastasia M Woodlee|02/13/1979|F|515761018|60444
0034416371|02/07/2024|Lucy S Clink|02/13/1959|F|211240139|90401
0034416376|02/06/2024|Santos D Heyden|02/13/1955|M|436307650|
0034416377|02/12/2024|Irving H Marren|02/13/1964|M|007690319|33446
0034416381|02/12/2024|Kayley M Fennessey|02/13/1977|F|530145365|00718
0034416384|02/08/2024|Jack M Hieronymus|02/13/1992|M|294130572|01937
0034416385|02/06/2024|Casey J Manier|02/13/1985|F|453102846|74105
0034416389|02/06/2024|Tate S Ziomek|02/13/1966|M|342443983|91011
0034416391|02/12/2024|Cristopher V Sooter|02/13/1966|M|419871608|60521
0034416396|02/12/2024|Gillian M Melito|02/13/1977|F|496047895|34110
0034416397|02/07/2024|Katelin S Hollywood|02/13/1971|F|582202357|15141
0034416399|02/07/2024|Rex D Blitch|02/13/1993|M|414062122|60444
0034416404|02/06/2024|Shawn M Harnois|02/13/1980|M|137644471|95009
0034416406|02/07/2024|Juliana B Boitnott|02/13/1973|F|443543739|60538
0034416408|02/06/2024|Tina B Strey|02/13/1977|F|213563478|48025
0034416409|02/06/2024|Ava P Oak|02/13/1976|F|069942017|
0034416414|02/06/2024|Heather W Craigo|02/13/1967|F|294420041|48066
0034416418|02/09/2024|Cynthia E Hau|02/13/1973|F|047044176|48506
0034416421|02/07/2024|Jill L Lackie|02/13/1973|F|487521186|84068
0034416423|02/07/2024|Emilie S Widell|02/13/1997|F|029750446|48071
0034416428|02/12/2024|Khadijah R Pangilinan|02/13/2001|F|263547723|48322
0034416433|02/07/2024|Chad D Tuft|02/13/1988|M|442165655|49621
0034416438|02/09/2024|Jeff S Cotroneo|02/13/1976|M|512802548|
0034416440|02/09/2024|Alexis O Delillo|02/13/1963|F|557978850|85376
0034416443|02/07/2024|Jeffery L Hamacher|02/13/1982|M|395442996|
0034416445|02/09/2024|Katarina M Sette|02/13/1970|F|119502163|48121
0034416447|02/07/2024|Raul G Scharer|02/13/1999|M|279727645|54141
0034416452|02/06/2024|Devon F Enge|02/13/1982|M|292407151|53717
0034416457|02/09/2024|Jacob S Mastronardi|02/13/1985|M|027881679|53710
0034416461|02/07/2024|Kelley H Duszynski|02/13/1994|F|234961682|54140
0034416465|02/07/2024|Nicolas T Gorley|02/13/1961|M|398981156|53712
0034416468|02/12/2024|Rebecca R Imber|02/13/1990|F|498644176|42643
0034416469|02/07/2024|Sage A Doughtie|02/13/1972|M|314545917|42210
0034416471|02/07/2024|Jesus K Mages|02/13/1998|M|427402880|70117
0034416476|02/12/2024|Kasey D Eison|02/13/1998|M|297504034|38017
0034416479|02/07/2024|Alice S Vanzee|02/13/1991|F|348425314|38469
0034416480|02/12/2024|Jerome H Kief|02/13/1955|M|328622477|37067
0034416484|02/09/2024|Jeremiah W Carozza|02/13/1980|M|481423242|32128
0034416485|02/12/2024|Aja C Sperduto|02/13/1979|F|314262386|29222
0034416486|02/06/2024|Eric M Mcgilvery|02/13/1952|M|473441427|35800
0034416488|02/12/2024|Chase A Klugman|02/13/1985|M|661960823|39045
0034416491|02/12/2024|Brittanie A Dienes|02/13/1962|F|092590069|05344
0034416496|02/12/2024|Nia B Abramovich|02/13/1988|F|260341815|42101
0034416497|02/12/2024|Makenna D Miniard|02/13/1965|F|577707601|23456
0034416501|02/08/2024|Steve H Yousif|02/13/1995|M|187842990|81301
0034416502|02/09/2024|Rickey M Juarbe|02/13/1972|M|334622939|32747
0034416504|02/06/2024|Adam T Ratigan|02/13/1957|M|470330801|74104
0034416506|02/12/2024|Nia D Rehfeld|02/13/1963|F|552883005|77004
0034416511|02/08/2024|Octavio C Nevel|02/13/1964|M|218682507|38102
0034416515|02/06/2024|Kellen L Harmening|02/13/1968|M|044282214|78215
0034416520|02/09/2024|Logan W Minnie|02/13/1958|F|481242047|33612
0034416521|02/06/2024|Dexter D Scipione|02/13/1964|M|458221178|75025
0034416523|02/09/2024|Devan Y Hosick|02/13/1979|F|559310943|55344
0034416528|02/06/2024|Desmond H Maltbie|02/13/1969|M|213802284|08234
0034416529|02/07/2024|Carl D Chaikin|02/13/1972|M|416944015|08234
0034416532|02/09/2024|Cassie O Burkel|02/13/1983|F|455022539|55118
0034416533|02/06/2024|Malcolm H Burrous|02/13/1991|M|514163207|73033
0034416534|02/12/2024|Braxton H Revard|02/13/1983|M|223061554|68133
0034416537|02/12/2024|Jaclyn C Perno|02/13/1996|F|520241420|32746
0034416539|02/06/2024|Jayson S Ladewig|02/13/1981|M|448282787|50264
0034416541|02/09/2024|Beatrice M Ourso|02/13/1954|F|560902824|68133
0034416544|02/07/2024|Macie C Entz|02/13/1973|F|039061710|63123
0034416546|02/08/2024|Keven B Salatino|02/13/1975|M|280385767|63026
0034416551|02/07/2024|Demarcus U Roblee|02/13/1973|M|329543436|64068
0034416552|02/09/2024|Samuel M Fellenz|02/13/1970|M|237481794|66214
0034416554|02/12/2024|Kaylyn R Wasco|02/13/1980|F|388022195|63051
0034416558|02/07/2024|Ali D Maltais|02/13/1964|M|207323956|63119
0034416559|02/06/2024|Abel M Bokor|02/13/1971|M|062004315|63052
0034416563|02/06/2024|Marvin D Tines|02/13/1984|M|204429761|63052
0034416565|02/08/2024|Jon O Molen|02/13/1970|M|424144822|58216
0034416566|02/06/2024|Skyler C Czerwonka|02/13/1963|F|592462735|58215
0034416567|02/06/2024|Yajaira P Gunia|02/13/1953|F|243642547|68104
0034416569|02/09/2024|Benny K Brissey|02/13/1988|M|455208059|
0034416571|02/12/2024|Brandon P Kender|02/13/1975|M|219829466|
0034416576|02/08/2024|Johnny D Saccomanno|02/13/1979|M|465781547|32245
0034416577|02/06/2024|Brenden T Werder|02/13/1981|M|341683476|53402
0034416580|02/06/2024|Tanya Y Wied|02/13/1968|F|491701644|85015
0034416585|02/07/2024|Logan M Cucchi|02/13/1969|F|348323514|01450
0034416588|02/08/2024|Josiah G Erck|02/13/1990|M|450388726|92130
0034416592|02/08/2024|Ashton D Macklem|02/13/1981|M|408367928|85750
0034416594|02/09/2024|Mireya M Ueland|02/13/1981|F|373767774|11372
0034416595|02/12/2024|Nathanial T Spinale|02/13/1965|M|005262216|98144
0034416597|02/12/2024|Isai D Salvas|02/13/2001|M|429244679|46031
0034416602|02/12/2024|Alfred F Kuligowski|02/13/1983|M|585662525|97131
0034416606|02/06/2024|Mason C Riederer|02/13/1996|M|418754255|97044
0034416607|02/08/2024|Kathy D Ercole|02/13/1973|F|296732264|96822
0034416610|02/09/2024|Marco M Thurgood|02/13/1978|M|114821876|92674
0034416613|02/07/2024|Darius S Babers|02/13/1996|U|025781765|92398
0034416615|02/07/2024|Nikhil M Neddo|02/13/1988|M|123281694|93668
0034416619|02/12/2024|Britney B Furby|02/13/1973|F|517821207|92842
0034416622|02/06/2024|Alejandra T Grush|02/13/1977|F|023923838|
0034416626|02/08/2024|Kimberley Z Konczal|02/13/1967|F|128685048|94123
0034416629|02/08/2024|Sadie L Bartnik|02/13/1967|F|340082184|94111
0034416633|02/07/2024|Kathryn S Burst|02/13/1999|F|265688888|
0034416638|02/07/2024|Layne S Nungester|02/13/1963|M|485043239|07405
0034416639|02/12/2024|Clayton V Kimoto|02/13/1966|M|538760158|85048
0034416641|02/09/2024|Quentin D Francavilla|02/13/1995|M|559350520|90044
0034416642|02/06/2024|Franchesca W Ulch|02/13/1961|F|017842802|14128
0034416644|02/06/2024|Wyatt P Protz|02/13/1989|M|158063942|14006
0034416646|02/08/2024|Alec L Warde|02/13/1972|M|263882853|90810
0034416647|02/12/2024|Ray H Brickel|02/13/1960|M|464190375|91739
0034416651|02/09/2024|Corey T Dargenio|02/13/1950|M|499741419|55379
0034416655|02/09/2024|Jaimie N Reggio|02/13/1968|F|434283733|90292
0034416660|02/07/2024|Julian K Treder|02/13/1960|M|224841705|10953
0034416663|02/06/2024|Forrest O Almgren|02/13/1969|M|573913976|94584
0034416666|02/08/2024|Nia V Deely|02/13/1986|F|411361003|90044
0034416671|02/12/2024|Madison M Osenbaugh|02/13/1993|M|316583738|98200
0034416675|02/07/2024|Isaiah D Dubell|02/13/1962|M|440122305|33468
0034416680|02/12/2024|Mariela S Caltrider|02/13/1976|F|577222125|96796
0034416685|02/08/2024|Garret B Mehlenbacher|02/13/1996|M|440090806|96822
0034416687|02/06/2024|Codie B Marsalis|02/13/1973|M|444128103|20786
0034416689|02/07/2024|Nick D Croop|02/13/1964|M|001730419|20785
0034416692|02/07/2024|Alycia P Brossette|02/13/1977|F|033002966|20786
0034416695|02/08/2024|Fredrick V Zirk|02/13/1976|M|496864563|00730
0034416696|02/07/2024|Lexi K Hellmuth|02/13/1985|F|374170162|00725
0034416697|02/12/2024|Juliana S Barak|02/13/1958|F|239743870|00960
0034416698|02/06/2024|Aimee N Kucharek|02/13/1975|F|211269642|00771
0034416701|02/12/2024|Cristopher S Horrall|02/13/2002|M|546530939|00770
0034416704|02/07/2024|Ryne W Osterholt|02/13/1976|M|164383453|00744
0034416708|02/08/2024|Jace W Altenbach|02/13/1969|M|418605516|00697
0034416713|02/07/2024|Hans G Notarianni|02/13/1980|M|111322376|
0034416714|02/07/2024|Abbie G Decato|02/13/1973|F|324370348|00613
0034416717|02/07/2024|Yesenia G Pigue|02/13/1975|F|499746831|88219
0034416719|02/12/2024|Devin C Ruegsegger|02/13/1950|U|190524428|37202
0034416721|02/06/2024|Jamil C Riede|02/13/1957|M|345110998|39046
0034416725|02/12/2024|Brandt K Zoss|02/13/1959|M|558973180|33155
0034416729|02/06/2024|Clayton P Porcella|02/13/1966|M|281405069|33142
0034416732|02/09/2024|Jonatan B Villicana|02/13/2003|M|473764014|20604
0034416736|02/09/2024|Lorena E Marcelin|02/13/1955|F|075942931|00698
0034416741|02/07/2024|Galen T Revello|02/13/1964|M|258063648|00976
0034416745|02/06/2024|Jennie F Schulmeister|02/13/1972|F|320883955|91747
0034416746|02/08/2024|Alison M Etkin|02/13/1997|F|299423237|92688
0034416748|02/07/2024|Terrence B Giere|02/13/1982|M|414346878|78853
0034416752|02/07/2024|Donna H Schroen|02/13/1986|F|099001450|78851
0034416757|02/12/2024|Camille S Tutson|02/13/1953|F|439441900|85749
0034416762|02/12/2024|Stevie K Cook|02/14/1974|F|261226744|
0034416766|02/07/2024|Fiona A Murray|02/14/1994|F|292302701|
0034416767|02/12/2024|Kaci N Bradford|02/14/1972|F|025823565|01950
0034416772|02/08/2024|Nadine K Vargas|02/14/1977|F|352630386|01844
0034416775|02/07/2024|Essence H Rios|02/14/1985|F|247823398|02072
0034416778|02/08/2024|Lily K Landry|02/14/1972|F|584726225|02081
0034416782|02/13/2024|Jackie F Oconnell|02/14/1963|F|555203526|34103
0034416787|02/07/2024|Hazel J Good|02/14/1970|F|136722335|14618
0034416790|02/08/2024|Paola M Mcknight|02/14/1956|F|510762870|02054
0034416792|02/12/2024|Jade P Kendall|02/14/1992|F|213941645|01771
0034416796|02/08/2024|Juan S Thomson|02/14/1960|U|265445729|33766
0034416799|02/12/2024|Jonatan T Stroud|02/14/1953|M|311590001|02067
0034416803|02/07/2024|Chelsey P Crockett|02/14/1999|F|314662085|02022
0034416807|02/08/2024|Marlon C Forrest|02/14/1980|M|266763087|01441
0034416812|02/12/2024|Austin B Weiner|02/14/1970|M|485081426|34227
0034416816|02/07/2024|Kade R Betts|02/14/1960|M|579664063|04239
0034416817|02/13/2024|Brooks V Doty|02/14/1970|M|233397558|02360
0034416819|02/09/2024|Rey F Rock|02/14/1964|M|449463609|34145
0034416823|02/09/2024|Daisy L Maguire|02/14/1964|F|355750774|02042
0034416828|02/07/2024|Elisha F Higginbotham|02/14/1979|F|444810524|34757
0034416831|02/07/2024|Adrian P Zamora|02/14/1962|M|487182897|32137
0034416833|02/07/2024|Shane G Satterfield|02/14/1990|M|522622737|02703
0034416835|02/07/2024|Carlton Z Ricks|02/14/1967|M|566862640|01907
0034416840|02/13/2024|Nayeli H Addison|02/14/1985|F|485667533|01907
0034416845|02/09/2024|Carley H Mulligan|02/14/1969|F|650921018|02472
0034416850|02/08/2024|Kassandra H Guinn|02/14/1972|F|455363745|02472
0034416851|02/08/2024|Manuel P Amato|02/14/1993|M|555650584|02176
0034416854|02/09/2024|Gregory L Cotter|02/14/1980|M|465501662|01540
0034416858|02/09/2024|Vance M Chapin|02/14/1976|M|485163208|02042
0034416859|02/08/2024|Russell K Kuntz|02/14/1965|M|527081570|02081
0034416862|02/07/2024|Muhammad F Teal|02/14/1989|M|354421128|21094
0034416865|02/13/2024|Brenna M Winstead|02/14/1987|F|475409516|06068
0034416868|02/07/2024|Fredrick C Shumaker|02/14/1998|M|309261045|75069
0034416871|02/09/2024|Eduardo C Sturgeon|02/14/1961|M|233863069|85252
0034416875|02/07/2024|Isabelle D Alves|02/14/1985|F|225822807|06457
0034416880|02/12/2024|Nicolas S Nutt|02/14/1954|M|540861614|20850
0034416881|02/12/2024|Maegan A Gatewood|02/14/1950|F|318805714|85247
0034416884|02/09/2024|Sawyer B Mckeown|02/14/1955|M|515028084|06105
0034416889|02/07/2024|Jamal S Sparkman|02/14/1979|M|210590113|34109
0034416894|02/12/2024|Kylie K Brannan|02/14/1984|F|335992266|91325
0034416895|02/08/2024|Bradford S Donnell|02/14/1995|M|175622513|06811
0034416898|02/09/2024|Will L Abercrombie|02/14/1970|M|282483532|33027
0034416899|02/07/2024|Schuyler V Dorr|02/14/1969|M|474865513|18940
0034416901|02/13/2024|Janae L Mcdougal|02/14/1968|F|378982925|11433
0034416903|02/09/2024|Bailey M Aleman|02/14/1977|F|440062926|34108
0034416907|02/13/2024|Melinda P Strawn|02/14/1983|F|258730260|10580
0034416908|02/12/2024|Kallie C Peltier|02/14/1986|F|268741406|10041
0034416910|02/09/2024|Micheal H Lemley|02/14/1962|M|075003285|11218
0034416915|02/12/2024|Howard L Blanks|02/14/1976|M|222762701|11743
0034416917|02/07/2024|Antoinette C Germain|02/14/1987|F|197922977|
0034416918|02/08/2024|Steve B Shattuck|02/14/1971|U|478450802|10452
0034416923|02/08/2024|Dusty S Solberg|02/14/1954|M|558365054|
0034416925|02/12/2024|Alecia H Reeve|02/14/1989|F|506941510|02765
0034416930|02/08/2024|Juliet V Bucci|02/14/1972|F|547561442|33468
0034416934|02/07/2024|Gabriel L Acton|02/14/1967|M|727890725|12179
0034416938|02/07/2024|Ridge C Lafrance|02/14/1976|M|462866270|14075
0034416942|02/07/2024|August K Doering|02/14/1973|M|467602029|12308
0034416947|02/08/2024|Demario Z Olivo|02/14/1972|M|234611425|10706
0034416951|02/08/2024|Anne S Adelman|02/14/1987|F|402383995|07631
0034416955|02/13/2024|Demarcus S Leverett|02/14/1972|M|109504991|07089
0034416958|02/08/2024|Eliana L Cavanagh|02/14/1983|F|417684926|11219
0034416963|02/07/2024|Ellie L Treece|02/14/1977|F|079281701|
0034416967|02/07/2024|Solomon M Hine|02/14/1999|M|163463467|33026
0034416971|02/12/2024|Lonnie W Liddell|02/14/1979|M|509645363|08820
0034416974|02/08/2024|Dakota O Trussell|02/14/1968|M|573408133|14068
0034416977|02/13/2024|Skylar D Robinett|02/14/1962|M|225724353|08539
0034416979|02/13/2024|Justyn G Brannen|02/14/1959|U|453891734|06410
0034416981|02/09/2024|Gerald G Ruch|02/14/1966|M|548526953|12310
0034416986|02/08/2024|Janae S Moose|02/14/1977|F|409382841|10605
0034416988|02/13/2024|Lance B Hardie|02/14/1958|M|481943569|11205
0034416989|02/13/2024|Sarina D Fromm|02/14/1955|F|373641447|11230
0034416993|02/09/2024|Nigel B Vella|02/14/1996|M|417488512|10041
0034416996|02/07/2024|Krystal K Karcher|02/14/1980|F|196844226|34144
0034417000|02/09/2024|Mariana W Schantz|02/14/1976|F|228461190|33497
0034417002|02/07/2024|Hannah G Knisley|02/14/1999|F|241770868|11220
0034417003|02/07/2024|Kurtis S Bos|02/14/1995|M|405846894|33495
0034417007|02/13/2024|Corbin M Donohoe|02/14/1973|M|372804194|11434
0034417011|02/08/2024|Jayden Y Fung|02/14/1972|M|201721194|98384
0034417015|02/12/2024|Erica G Burman|02/14/1979|F|275847748|10474
0034417018|02/13/2024|Xavier B Oldenburg|02/14/2000|M|434324469|11695
0034417022|02/07/2024|Jonathan O Lipman|02/14/1969|M|447063672|13031
